name	n_hab_planets	n_stars	n_planets	declination	star_temperature	star_metallicity	star_radius	star_age	star_spec_type	star_mass	
Kepler-202	0	1	2	+41 19 19	4668	NA	0.667	NA	NA	0.6830	
Kepler-203	0	1	3	+41 23 16	5821	NA	1.114	NA	NA	1.0100	
Kepler-204	0	1	2	+41 45 42	5812	NA	1.238	NA	NA	1.0500	
Kepler-205	0	1	2	+41 51 40	4321	NA	0.546	NA	NA	0.5920	
Kepler-206	0	1	3	+41 50 01	5764	NA	1.185	NA	NA	1.0210	
Kepler-207	0	1	3	+42 09 57	5920	NA	1.588	NA	NA	1.0400	
Kepler-208	0	1	4	+42 31 40	6092	NA	1.314	NA	NA	0.9630	
Kepler-209	0	1	2	+42 38 26	5513	NA	0.935	NA	NA	0.9310	
Kepler-20	0	1	5	+42 20 19	5466.0	0.02	0.944	NA	G8	0.912	
Kepler-210	0	1	2	+43 04 59	4559	NA	0.650	0.350	K	0.6120	
Kepler-211	0	1	2	+43 10 06	5123	NA	0.816	NA	NA	0.9140	
Kepler-212	0	1	2	+43 08 29	5852	NA	1.455	NA	NA	1.1660	
Kepler-213	0	1	2	+44 38 49	5696	NA	1.195	NA	NA	0.9760	
Kepler-214	0	1	2	+44 57 21	6169	NA	1.352	NA	NA	1.1500	
Kepler-215	0	1	4	+45 12 49	5739	NA	1.027	NA	NA	0.9770	
Kepler-216	0	1	2	+46 07 44	6091	NA	1.260	NA	NA	1.1290	
Kepler-217	0	1	2	+46 16 39	6171	NA	1.799	NA	NA	1.3830	
Kepler-218	0	1	2	+46 15 59	5502	NA	1.063	NA	NA	1.0190	
Kepler-219	0	1	3	+46 45 45	5786	NA	1.491	NA	NA	1.1710	
Kepler-21	0	1	1	+38 42 50	6131.0	-0.15	1.86	NA	F6IV	1.34	
Kepler-220	0	1	4	+46 53 44	4632	NA	0.666	NA	NA	0.7170	
Kepler-221	0	1	4	+46 50 06	5243	NA	0.821	NA	NA	0.8160	
Kepler-222	0	1	3	+46 56 15	5433	NA	0.869	NA	NA	0.8570	
Kepler-223	0	1	4	+47 16 46	5829	NA	1.017	NA	NA	0.9500	
Kepler-224	0	1	4	+47 21 27	5018	NA	0.676	NA	NA	0.8250	
Kepler-225	0	1	2	+47 27 25	3682	NA	0.480	NA	NA	NA	
Kepler-226	0	1	3	+47 52 51	5571	NA	0.802	NA	NA	0.9120	
Kepler-227	0	1	2	+48 08 29	5854	NA	1.091	NA	NA	0.9200	
Kepler-228	0	1	3	+48 13 28	6043	NA	1.014	NA	NA	1.0400	
Kepler-229	0	1	3	+48 22 32	5120	NA	0.728	NA	NA	0.7940	
Kepler-22	1	1	1	+47 53 04	5510.0	NA	0.979	NA	G5	0.97	
Kepler-230	0	1	2	+48 30 21	5588	NA	0.817	NA	NA	0.9180	
Kepler-231	0	1	2	+50 31 54	3767	NA	0.490	NA	NA	0.5800	
Kepler-232	0	1	2	+51 07 18	5847	NA	0.968	NA	NA	0.9640	
Kepler-233	0	1	2	+51 19 10	5360	NA	0.758	NA	NA	0.8550	
Kepler-234	0	1	2	+38 29 40	6224	NA	1.113	NA	NA	1.0900	
Kepler-235	1	1	4	+39 16 41	4255	NA	0.554	NA	NA	0.5810	
Kepler-236	0	1	2	+39 53 53	3750	NA	0.510	NA	NA	0.5490	
Kepler-237	0	1	2	+40 25 18	4861	NA	0.725	NA	NA	0.6960	
Kepler-238	0	1	5	+40 38 16	5751	NA	1.430	NA	NA	0.9700	
Kepler-239	0	1	2	+40 39 48	4914	NA	0.763	NA	NA	0.7570	
Kepler-23	0	1	3	+49 28 45	5828	NA	1.548	NA	NA	1.1900	
Kepler-240	0	1	2	+40 45 00	4985	NA	0.739	NA	NA	0.7530	
Kepler-241	0	1	2	+41 03 39	4699	NA	0.668	NA	NA	0.6710	
Kepler-242	0	1	2	+41 48 30	5020	NA	0.850	NA	NA	0.7200	
Kepler-243	0	1	2	+42 02 02	5228	NA	0.842	NA	NA	0.7890	
Kepler-244	0	1	3	+42 18 04	5554	NA	0.803	NA	NA	0.9100	
Kepler-245	0	1	3	+42 26 10	5100	NA	0.795	NA	NA	0.7770	
Kepler-246	0	1	2	+42 39 48	5206	NA	0.831	NA	NA	0.7590	
Kepler-247	0	1	3	+43 02 21	5100	NA	0.768	NA	NA	0.7730	
Kepler-248	0	1	2	+43 34 52	5190	NA	0.831	NA	NA	NA	
Kepler-249	0	1	3	+43 39 30	3568	NA	0.482	NA	NA	0.5060	
Kepler-24	0	1	4	+38 20 37	5897	NA	1.289	NA	NA	1.0200	
Kepler-250	0	1	3	+44 08 31	5160	NA	0.805	NA	NA	0.7530	
Kepler-251	0	1	4	+44 06 21	5526	NA	0.890	NA	NA	0.9600	
Kepler-252	0	1	2	+44 32 45	4208	NA	0.549	NA	NA	0.6100	
Kepler-253	0	1	3	+44 51 29	5208	NA	0.786	NA	NA	0.8080	
Kepler-254	0	1	3	+45 48 59	5957	NA	0.910	NA	NA	1.0210	
Kepler-255	0	1	2	+45 58 36	5573	NA	0.933	NA	NA	0.8780	
Kepler-256	0	1	4	+46 05 50	5551	NA	1.301	NA	NA	1.0000	
Kepler-257	0	1	3	+46 01 23	5180	NA	1.037	NA	NA	0.7400	
Kepler-258	0	1	2	+46 34 45	4942	NA	0.915	NA	NA	0.7000	
Kepler-259	0	1	2	+46 36 54	5938	NA	0.898	NA	NA	1.0150	
Kepler-25	0	1	3	+38 20 37	6190.0	NA	1.36	NA	F	1.22	
Kepler-260	0	1	2	+38 00 50	5250	NA	0.862	NA	NA	0.9000	
Kepler-261	0	1	2	+37 36 33	5098	NA	0.794	NA	NA	0.8760	
Kepler-262	0	1	2	+37 15 09	5841	NA	0.881	NA	NA	NA	
Kepler-263	0	1	2	+37 34 04	5265	NA	0.785	NA	NA	0.8010	
Kepler-264	0	1	2	+37 22 34	6158	NA	1.550	NA	NA	1.3700	
Kepler-265	0	1	4	+41 14 41	5835	NA	1.103	NA	NA	1.1500	
Kepler-266	0	1	2	+44 10 00	5885	NA	1.028	NA	NA	1.0600	
Kepler-267	1	1	3	+47 09 26	4258	NA	0.555	NA	NA	0.5520	
Kepler-268	0	1	2	+38 03 18	6081	NA	1.274	NA	NA	1.1300	
Kepler-269	0	1	2	+41 46 33	5847	NA	0.959	NA	NA	1.0400	
Kepler-26	1	1	4	+46 33 59	4486	NA	0.571	NA	NA	0.6340	
Kepler-270	0	1	2	+44 25 20	6067	NA	1.461	NA	NA	1.1700	
Kepler-271	0	1	2	+44 17 03	5524	NA	0.880	NA	NA	NA	
Kepler-272	0	1	3	+47 35 37	5297	NA	0.929	NA	NA	0.7900	
Kepler-273	0	1	2	+47 41 51	5626	NA	0.815	NA	NA	0.9160	
Kepler-274	0	1	2	+38 28 38	6023	NA	1.007	NA	NA	NA	
Kepler-275	0	1	3	+38 30 53	6165	NA	1.383	NA	NA	1.1980	
Kepler-276	0	1	3	+39 02 10	6105	NA	1.046	NA	NA	1.0500	
Kepler-277	0	1	2	+39 04 37	5946.00	NA	1.65	5.0000	NA	1.19	
Kepler-278	0	1	2	+38 42 08	4991	NA	2.935	NA	NA	1.0790	
Kepler-279	0	1	3	+42 11 41	6363	NA	1.746	NA	NA	1.3100	
Kepler-27	0	1	2	+41 05 09	5400.0	0.41	0.59	NA	NA	0.65	
Kepler-280	0	1	2	+42 10 50	5744	NA	0.886	NA	NA	0.9570	
Kepler-281	0	1	2	+44 46 14	5723	NA	0.899	NA	NA	0.9430	
Kepler-282	0	1	4	+44 47 51	5602	NA	0.904	NA	NA	1.0820	
Kepler-283	1	1	2	+47 50 20	4351	NA	0.566	NA	NA	0.5960	
Kepler-284	0	1	2	+47 43 46	5615	NA	0.814	NA	NA	0.9230	
Kepler-285	0	1	2	+48 03 56	5411	NA	0.808	NA	NA	0.8650	
Kepler-286	0	1	4	+48 17 39	5580	NA	0.863	NA	NA	1.0300	
Kepler-287	0	1	2	+48 26 36	5806	NA	1.032	NA	NA	0.9300	
Kepler-288	0	1	3	+39 35 40	5918	NA	1.091	NA	NA	1.0800	
Kepler-289	0	1	3	+42 52 58	5990	0.05	1.00	NA	NA	1.08	
Kepler-28	0	1	2	+42 25 45	4590.0	0.34	0.70	NA	K4V	0.75	
Kepler-290	0	1	2	+42 40 53	5147	NA	0.743	NA	NA	0.7980	
Kepler-291	0	1	2	+42 26 14	6002	NA	1.016	NA	NA	1.0100	
Kepler-292	0	1	5	+42 25 27	5299	NA	0.826	NA	NA	0.8340	
Kepler-293	0	1	2	+42 24 23	5804	NA	0.957	NA	NA	0.9530	
Kepler-294	0	1	2	+46 03 33	5913	NA	0.976	NA	NA	0.9940	
Kepler-295	0	1	3	+45 22 04	5603	NA	0.898	NA	NA	0.8850	
Kepler-297	0	1	2	+48 46 39	5619	NA	0.915	NA	NA	1.0700	
Kepler-298	1	1	3	+48 49 31	4465	NA	0.582	NA	NA	0.6600	
Kepler-299	0	1	4	+48 34 49	5617	NA	1.032	NA	NA	1.0010	
Kepler-29	0	1	2	+47 29 28	5750.0	NA	0.96	NA	G5V	1.0	
Kepler-300	0	1	2	+48 35 58	5986	NA	0.900	NA	NA	1.0350	
Kepler-301	0	1	3	+49 13 58	5815	NA	0.900	NA	NA	0.9700	
Kepler-302	0	1	2	+43 37 45	5740	NA	1.220	NA	NA	1.0210	
Kepler-303	0	1	2	+43 39 25	3944	NA	0.485	NA	NA	0.5750	
Kepler-304	0	1	3	+40 33 27	4731	NA	0.687	NA	NA	0.6870	
Kepler-305	0	1	3	+40 20 35	5100	NA	0.794	NA	NA	0.9000	
Kepler-306	0	1	4	+40 36 58	4954	NA	0.719	NA	NA	0.9300	
Kepler-307	0	1	3	+40 25 03	5577.00	NA	1.03	13.5000	NA	0.78	
Kepler-308	0	1	2	+40 26 22	5895	NA	0.941	NA	NA	0.9970	
Kepler-309	1	1	2	+46 57 40	4713	NA	0.721	NA	NA	0.6660	
Kepler-310	0	1	3	+46 59 12	5797	NA	0.876	NA	NA	0.9700	
Kepler-311	0	1	2	+47 05 07	5905	NA	1.188	NA	NA	NA	
Kepler-312	0	1	2	+42 27 35	6115	NA	1.467	NA	NA	NA	
Kepler-313	0	1	2	+48 46 31	5727	NA	1.536	NA	NA	0.9600	
Kepler-314	0	1	2	+42 04 32	5378	NA	0.950	NA	NA	1.0240	
Kepler-315	1	1	2	+43 21 48	5796	NA	1.037	NA	NA	NA	
Kepler-316	0	1	2	+44 11 02	4204	NA	0.520	NA	NA	0.5870	
Kepler-317	0	1	2	+39 01 55	5497	NA	0.941	NA	NA	0.8160	
Kepler-318	0	1	2	+46 47 37	5746	NA	1.189	NA	NA	0.9800	
Kepler-319	0	1	3	+39 46 14	5526	NA	0.903	NA	NA	0.9600	
Kepler-31	0	1	3	+45 51 11	6034	NA	1.306	NA	NA	1.2080	
Kepler-320	0	1	2	+46 10 30	6435	NA	1.108	NA	NA	1.1800	
Kepler-321	0	1	2	+44 08 45	5740	NA	1.194	NA	NA	0.8980	
Kepler-322	0	1	2	+44 17 42	5388	NA	0.890	NA	NA	0.9000	
Kepler-323	0	1	2	+38 07 38	5987	NA	1.178	NA	NA	1.1600	
Kepler-324	0	1	2	+49 38 56	5194	NA	0.840	NA	NA	0.8500	
Kepler-325	0	1	3	+49 49 32	5752	NA	1.003	NA	NA	0.9180	
Kepler-326	0	1	3	+46 00 08	5105	NA	0.801	NA	NA	0.9140	
Kepler-327	0	1	3	+44 05 15	3799	NA	0.492	NA	NA	0.5470	
Kepler-329	0	1	2	+45 13 38	4257	NA	0.523	NA	NA	0.6020	
Kepler-32	0	1	5	+46 34 27	3900.0	NA	0.53	NA	NA	0.58	
Kepler-330	0	1	2	+44 48 06	5117	NA	0.722	NA	NA	0.7920	
Kepler-331	0	1	3	+39 18 26	4347	NA	0.492	NA	NA	0.6530	
Kepler-332	0	1	3	+47 24 49	4955	NA	0.720	NA	NA	NA	
Kepler-333	0	1	2	+40 54 48	4259	NA	0.534	NA	NA	0.6010	
Kepler-334	0	1	3	+47 06 54	5828	NA	1.068	NA	NA	1.0600	
Kepler-335	0	1	2	+45 25 43	5877	NA	1.854	NA	NA	NA	
Kepler-336	0	1	3	+41 19 52	5867	NA	1.304	NA	NA	1.0570	
Kepler-337	0	1	2	+47 09 50	5684	NA	1.761	NA	NA	1.0210	
Kepler-338	0	1	4	+40 47 03	5923	NA	1.735	NA	NA	1.1010	
Kepler-339	0	1	3	+48 26 40	5631	NA	0.802	NA	NA	0.9340	
Kepler-33	0	1	5	+46 00 18	5904.0	0.0250	1.82	4.27	NA	1.291	
Kepler-340	0	1	2	+40 18 02	6620	NA	1.850	NA	NA	NA	
Kepler-341	0	1	4	+43 28 21	6012	NA	1.024	NA	NA	1.0120	
Kepler-342	0	1	3	+46 43 36	6175	NA	1.472	NA	NA	NA	
Kepler-343	0	1	2	+42 25 58	5807	NA	1.433	NA	NA	NA	
Kepler-344	0	1	2	+46 19 27	5774	NA	0.976	NA	NA	0.9300	
Kepler-345	0	1	2	+45 58 15	4504	NA	0.623	NA	NA	0.6100	
Kepler-346	0	1	2	+46 07 03	6033	NA	1.021	NA	NA	1.0200	
Kepler-347	0	1	2	+49 18 20	6088	NA	1.005	NA	NA	NA	
Kepler-348	0	1	2	+40 32 54	6177	NA	1.359	NA	NA	NA	
Kepler-349	0	1	2	+44 36 56	5956	NA	0.927	NA	NA	1.0170	
Kepler-350	0	1	3	+39 42 21	6186	NA	1.534	NA	NA	1.1300	
Kepler-351	0	1	2	+42 39 28	5643	NA	0.854	NA	NA	NA	
Kepler-352	0	1	2	+46 03 07	5212	NA	0.781	NA	NA	NA	
Kepler-353	0	1	2	+41 45 29	3903	NA	0.504	NA	NA	0.5530	
Kepler-354	0	1	3	+41 20 08	4648	NA	0.674	NA	NA	NA	
Kepler-355	0	1	2	+42 48 42	6184	NA	1.066	NA	NA	1.0900	
Kepler-356	0	1	2	+37 40 58	6133	NA	1.335	NA	NA	1.1300	
Kepler-357	0	1	3	+44 00 31	5036	NA	0.834	NA	NA	0.7270	
Kepler-358	0	1	2	+48 16 52	5908	NA	0.954	NA	NA	0.9980	
Kepler-359	0	1	3	+42 11 46	6248	NA	1.086	NA	NA	NA	
Kepler-360	0	1	2	+44 46 53	6053	NA	1.058	NA	NA	1.0250	
Kepler-361	0	1	2	+46 44 28	6169	NA	1.343	NA	NA	NA	
Kepler-362	0	1	2	+47 31 47	5788	NA	0.722	NA	NA	NA	
Kepler-363	0	1	3	+41 18 19	5593	NA	1.485	NA	NA	1.0700	
Kepler-364	0	1	2	+47 23 55	6108	NA	1.284	NA	NA	1.2000	
Kepler-365	0	1	2	+49 07 49	6012	NA	1.048	NA	NA	NA	
Kepler-366	0	1	2	+49 05 03	6209	NA	1.048	NA	NA	1.1000	
Kepler-367	1	1	2	+49 58 53	4710	NA	0.695	NA	NA	0.6770	
Kepler-368	0	1	2	+45 23 16	5502	NA	2.019	NA	NA	0.9700	
Kepler-369	1	1	2	+47 54 30	3591	NA	0.471	NA	NA	0.4700	
Kepler-36	0	1	2	+49 13 54	5911.0	NA	1.619	NA	NA	1.071	
Kepler-370	0	1	2	+40 54 58	5852	NA	0.900	NA	NA	NA	
Kepler-371	0	1	2	+38 39 27	5666	NA	0.992	NA	NA	NA	
Kepler-372	0	1	3	+49 15 32	6509	NA	1.137	NA	NA	1.2020	
Kepler-373	0	1	2	+50 35 49	5787	NA	0.845	NA	NA	0.9780	
Kepler-374	0	1	3	+42 22 13	5977	NA	0.911	NA	NA	1.0300	
Kepler-375	0	1	2	+48 05 54	5826	NA	0.837	NA	NA	0.9850	
Kepler-376	0	1	2	+38 24 37	5900	NA	1.175	NA	NA	1.1400	
Kepler-377	0	1	2	+38 44 08	5949	NA	1.224	NA	NA	1.1040	
Kepler-378	0	1	2	+46 26 19	4661	NA	0.671	NA	NA	0.6660	
Kepler-379	0	1	2	+38 56 44	6054	NA	1.306	NA	NA	1.1100	
Kepler-37	0	1	4	+44 31 05	5417	-0.32	0.770	6	NA	0.803	
Kepler-380	0	1	2	+48 45 32	6045	NA	1.224	NA	NA	1.1100	
Kepler-381	0	1	2	+43 49 51	6152	NA	1.568	NA	NA	1.3780	
Kepler-382	0	1	2	+45 52 11	5600	NA	0.945	NA	NA	0.8740	
Kepler-383	0	1	2	+38 21 47	4710	NA	0.672	NA	NA	0.6690	
Kepler-384	0	1	2	+44 46 58	5577	NA	0.882	NA	NA	0.9940	
Kepler-385	0	1	2	+50 20 11	6326	NA	1.126	NA	NA	1.1000	
Kepler-386	0	1	2	+48 41 37	5178	NA	0.767	NA	NA	0.7810	
Kepler-387	0	1	2	+45 39 24	5774	NA	1.046	NA	NA	1.1300	
Kepler-388	0	1	2	+44 36 31	4498	NA	0.586	NA	NA	0.6350	
Kepler-389	0	1	2	+44 54 00	5376	NA	0.792	NA	NA	NA	
Kepler-390	0	1	2	+41 12 30	5166	NA	0.776	NA	NA	0.8440	
Kepler-391	0	1	2	+51 03 26	4940	NA	3.569	NA	NA	NA	
Kepler-392	0	1	2	+43 22 05	5938	NA	1.129	NA	NA	NA	
Kepler-393	0	1	2	+45 11 31	6189	NA	1.382	NA	NA	1.3800	
Kepler-394	0	1	2	+50 40 20	6402	NA	1.132	NA	NA	1.1700	
Kepler-395	1	1	2	+45 08 11	4262	NA	0.556	NA	NA	0.5470	
Kepler-397	1	1	2	+42 22 49	5307	NA	0.767	NA	NA	0.8440	
Kepler-398	0	1	2	+40 20 37	4493	NA	0.613	NA	NA	0.6490	
Kepler-399	0	1	3	+40 40 14	5502	NA	0.680	NA	NA	0.9270	
Kepler-400	0	1	2	+40 28 48	5886	NA	1.145	NA	NA	1.0300	
Kepler-401	0	1	2	+50 51 48	6117	NA	1.333	NA	NA	NA	
Kepler-402	0	1	4	+43 21 16	6090	NA	1.264	NA	NA	NA	
Kepler-403	0	1	2	+46 44 40	6090	NA	1.329	NA	NA	NA	
Kepler-404	0	1	2	+45 20 36	5654	NA	0.884	NA	NA	0.9250	
Kepler-405	0	1	2	+38 20 24	5818	NA	0.893	NA	NA	1.0200	
Kepler-406	0	1	2	+44 58 05	5538	0.18	1.07	5.84	NA	1.07	
Kepler-407	0	1	2	+49 36 52	5476	0.33	1.01	7.47	NA	1.00	
Kepler-409	0	1	1	+46 51 09	5460	0.08	0.89	6.80	NA	0.92	
Kepler-412	0	1	1	+43 40 51	5750	0.27	1.287	5.1	G3V	1.167	
Kepler-418	0	1	1	+38 21 19.62	5820	-0.05	1.09	NA	NA	0.98	
Kepler-41	0	1	1	+48 58 54	5750	0.38	1.29	4.4	G2V	1.15	
Kepler-421	1	1	1	+45 05 16	5308	-0.25	0.757	4	NA	0.794	
Kepler-422	0	1	1	+46 19 24	5972.00	NA	1.24	1.5000	NA	1.15	
Kepler-423	0	1	1	+46 23 28	5976.00	NA	0.99	0.3000	NA	1.07	
Kepler-424	1	1	2	+48 34 38	5460	0.44	0.94	12.2000	NA	1.01	
Kepler-42	2	1	3	+43 37 09	NA	-0.3	0.17	NA	M3V	0.13	
Kepler-430	0	1	2	+49 34 46.0	5884	NA	1.485	NA	NA	1.166	
Kepler-431	0	1	3	+43 13 40.0	6004	NA	1.092	NA	NA	1.071	
Kepler-434	0	1	1	+42 45 44.08	5970	0.35	1.38	NA	NA	1.198	
Kepler-436	0	1	2	+44 24 43.4	4651	0.01	0.697	3.0	NA	0.729	
Kepler-437	0	1	1	+44 01 37.0	4551	0.00	0.680	2.9	NA	0.707	
Kepler-438	0	1	1	+41 57 03.9	3748	0.16	0.520	4.4	NA	0.544	
Kepler-439	1	1	1	+44 02 02.4	5431	0.02	0.866	7.2	NA	0.884	
Kepler-440	1	1	1	+41 27 07.9	4134	-0.30	0.559	1.3	NA	0.575	
Kepler-441	0	1	1	+49 00 45.2	4340	-0.57	0.550	1.9	NA	0.0572	
Kepler-442	1	1	1	+39 16 48.3	4402	-0.37	0.598	2.9	NA	0.609	
Kepler-443	1	1	1	+49 58 07.1	4723	-0.01	0.706	3.2	NA	0.738	
Kepler-444	0	1	5	+41 38 04.5682	5046	-0.55	0.752	11.23	K0V	0.758	
Kepler-445	0	1	3	+46 29 55.08	3157	0.27	0.21	NA	M4	0.18	
Kepler-446	2	1	3	+44 55 15.99	3359	-0.30	0.24	NA	M4	0.22	
Kepler-447	0	1	1	+48 33 36.05	5493	0.07	0.872	NA	G8V	0.764	
Kepler-44	0	1	1	+45 45 44	5800	0.15	1.35	5.8	G2IV	1.12	
Kepler-45	0	1	1	+41 03 51	3820	0.08	0.55	13.9000	M	0.59	
Kepler-46	0	1	3	+42 36 15	5309	0.410	0.790	NA	NA	0.8200	
Kepler-48	0	1	4	+40 56 56	5190.0	NA	0.89	NA	NA	0.89	
Kepler-49	0	1	4	+40 35 30	4252	NA	0.559	NA	NA	0.5490	
Kepler-4	0	1	1	+50 08 09	5857.0	0.17	1.487	NA	G0	1.223	
Kepler-50	0	1	2	+50 02 01	6225	0.03	1.58	3.8	NA	1.24	
Kepler-51	0	1	3	+49 56 15	6018.00	NA	0.9400	0.3000	NA	1.0400	
Kepler-52	1	1	3	+49 58 32	4263	NA	0.556	NA	NA	0.5770	
Kepler-53	0	1	3	+40 33 44	6085	NA	0.958	NA	NA	1.0650	
Kepler-54	1	1	3	+43 03 22	4252	NA	0.554	NA	NA	0.5140	
Kepler-55	1	1	5	+44 01 35	4503	NA	0.619	NA	NA	0.6310	
Kepler-56	1	1	3	+41 52 18.7	4840	0.20	4.22	3.5	NA	1.32	
Kepler-57	0	1	2	+44 39 25	5145.0	NA	0.73	NA	NA	0.83	
Kepler-58	0	1	3	+39 06 54	6099	NA	1.127	NA	NA	1.0400	
Kepler-59	0	1	2	+46 38 24	6074.0	NA	0.94	NA	NA	1.04	
Kepler-5	0	1	1	+44 02 06	6297.0	0.04	1.793	NA	NA	1.374	
Kepler-60	0	1	3	+45 47 20	5915.0	NA	1.5	NA	NA	1.11	
Kepler-61	0	1	1	+42 28 31	4017	0.03	0.62	NA	K7V	0.35	
Kepler-62	2	1	5	+45 20 59	4925	-0.37	0.63	7	K2V	0.69	
Kepler-63	0	1	1	+49 32 54	5576	0.05	0.901	NA	NA	0.984	
Kepler-65	0	1	3	+41 09 04	6211	0.17	1.41	2.9	F	1.25	
Kepler-66	0	1	1	+46 41 16	5962	0.012	0.966	1	G0V	1.038	
Kepler-67	0	1	1	+46 09 59	5331	0.012	0.778	1	G9V	0.865	
Kepler-68	1	1	3	+49 02 25	5793	0.12	1.243	6.3	G	1.079	
Kepler-69	1	1	2	+44 52 08	5638	-0.29	0.93	NA	G4V	0.81	
Kepler-6	0	1	1	+48 14 24	5647.0	0.34	1.391	NA	NA	1.209	
Kepler-71	0	1	1	+46 17 09	5543.00	NA	0.8870	0.4000	NA	0.9230	
Kepler-74	0	1	1	+41 21 20	6000	0.42	1.12	0.8	F8V	1.18	
Kepler-75	0	1	1	+36 34 39	5200	0.30	0.89	6.2	K0V	0.91	
Kepler-76	0	1	1	+39 37 08	6409	-0.1	1.32	NA	G2V	1.2	
Kepler-77	0	1	1	+44 20 44	5520.00	0.2	0.99	7.5	G5V	0.95	
Kepler-79	0	1	4	+44 22 53.44	6189	NA	1.403	NA	NA	1.1800	
Kepler-7	0	1	1	+41 05 23	5933.0	0.11	2.02	NA	G0	1.36	
Kepler-80	0	1	4	+39 58 43	4613	NA	0.637	NA	NA	0.7220	
Kepler-81	0	1	3	+42 49 29	4500	NA	0.595	NA	NA	0.6480	
Kepler-82	0	1	4	+42 57 58	5428	NA	0.945	NA	NA	0.9220	
Kepler-83	0	1	3	+43 39 56	4648	NA	0.594	NA	NA	0.6640	
Kepler-84	0	1	5	+40 29 45	6031	NA	1.169	NA	NA	1.0200	
Kepler-85	0	1	4	+45 17 25	5436	NA	0.893	NA	NA	0.9410	
Kepler-87	0	1	2	+46 57 54	5600	-0.17	1.82	7.5	NA	1.05	
Kepler-89	0	1	4	+41 53 28	6182	0.0228	1.52	3.16	F	1.277	
Kepler-8	0	1	1	+42 27 04	6213.0	-0.055	1.486	NA	F	1.213	
Kepler-90	1	1	7	+49 18 19	5930	-0.17	1.2	0.5300	NA	1.1400	
Kepler-91	0	1	1	+44 07 00	4550	0.11	6.30	NA	NA	1.31	
Kepler-93	1	1	2	+38 40 20.450	5669	-0.18	0.919	6.6	NA	0.911	
Kepler-94	0	1	2	+47 29 49	4781	0.34	0.76	1.41	NA	0.81	
Kepler-95	0	1	1	+44 23 52	5699	0.30	1.41	5.63	NA	1.08	
Kepler-96	0	1	1	+40 31 30	5690	0.04	1.02	2.34	NA	1.00	
Kepler-97	1	1	2	+48 40 24	5779	-0.20	0.98	8.42	NA	0.94	
Kepler-98	0	1	1	+37 57 52	5539	0.18	1.11	2.79	NA	0.99	
Kepler-99	0	1	1	+41 18 00	4782	0.18	0.73	1.47	NA	0.79	
Kepler-9	0	1	3	+38 24 03	5722.0	0.17	1.23	NA	G2	1.05	
KIC_10001893	0	1	3	+46 59 04.16	27500	NA	0.24	NA	sdB	0.47	
KIC_10905746	0	1	1	+48 23 28	NA	-0.23	0.548	NA	NA	0.578	
KIC_6185331	0	1	1	+41 32 06	NA	0.11	1.27	NA	NA	1.027	
KIC_8435766	0	1	1	+44 26 54.28	5121	-0.08	0.74	0.625	G	0.83	
KOI-1194	0	1	3	+38 38 20.9	4523	NA	0.643	NA	NA	0.674	
KOI-12	0	1	1	+41 00 39.56	6820	NA	1.63	1.5	NA	1.452	
KOI-135	0	1	1	+46 40 06	6050	0.40	1.38	2.3	F8V	1.27	
KOI-142	0	1	2	+40 40 09	5513	0.37	0.961	2.45	B	1.022	
KOI-1474	1	1	2	+51 11 05.2	6370	0.14	1.75	NA	NA	1.39	
KOI-1612	0	1	1	+48 25 23	6104	-0.20	1.23	NA	NA	1.08	
KOI-1781	0	1	3	+49 31 23.7	4974	NA	0.79	NA	NA	0.83	
KOI-183	0	1	1	+46 23 28	5560	-0.10	0.95	11	G4V	0.85	
KOI-1843	0	1	3	+40 13 14.7	3584	0.0	0.45	NA	NA	0.46	
KOI-1860	0	1	4	+39 13 38.2	NA	NA	1.075	NA	NA	0.999	
KOI-1873	0	1	2	+40 00 30	6134.00	NA	0.9700	0.3000	NA	0.98	
KOI-188	0	1	1	+40 34 04	5170	0.24	0.86	5	K1V	0.93	
KOI-1894	0	1	1	+49 47 51.18	4992	NA	3.790	NA	NA	1.410	
KOI-192	0	1	1	+43 42 18	5800	-0.19	1.35	7	G2V	0.96	
KOI-195	0	1	1	+49 28 24	5725	-0.21	0.92	3	G1V	0.91	
KOI-206	0	1	1	+40 58 38.17	6340	0.06	2.26	NA	NA	1.46	
KOI-2113	0	1	2	+42 46 46.9	5376	NA	0.806	NA	NA	0.897	
KOI-2672	0	1	2	+48 58 39	5565	NA	1.04	NA	NA	0.95	
KOI-285	0	1	3	+41 33 47	5883.00	NA	1.53	5.2000	NA	1.17	
KOI-314	0	1	3	+43 17 34	3871	NA	0.54	NA	M1V	0.57	
KOI-341	0	1	2	+48 14 39.7	5523	NA	0.946	NA	NA	0.892	
KOI-368	0	1	1	+42 05 12	9257.00	0.4	2.5	0.25	NA	2.3	
KOI-370	0	1	2	+44 31 44	6022.00	NA	1.98	4.2100	NA	1.26	
KOI-372	1	1	2	+41 52 00.3	5820	-0.01	1.122	1.0	G2V	1.014	
KOI-423	0	1	1	+46 02 04	6350	0.10	1.25	1.0	F7V	1.26	
KOI-428	0	1	1	+47 31 36	NA	0.1	2.13	NA	F5IV	1.48	
KOI-4427	1	1	1	+39 16 26.7	3813	-0.07	0.505	3.6	NA	0.526	
KOI-523	0	1	2	+45 03 11	6197.00	NA	0.98	1.8000	NA	0.93	
KOI-55	0	1	2	+41 05 34	27730.0	NA	0.203	NA	sdB	0.496	
